Trip ID,Pickup Time,Drop Off Time,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,Surge Fee,Vehicle,Payment_type
41328,13/06/2024 17:20,13/06/2024 17:38,1,7.3,237,13,23,1,Uber Green,Uber Pay
41329,13/06/2024 17:51,13/06/2024 17:58,1,1.1,186,137,6.5,0,UberX,Uber Pay
41330,13/06/2024 17:42,13/06/2024 18:05,2,8.66,244,90,27.5,0,Uber Comfort,Cash
41331,13/06/2024 17:43,13/06/2024 17:57,1,4.4,234,74,15,0,Uber Green,Cash
41332,13/06/2024 17:01,13/06/2024 17:11,1,2.13,239,262,9.5,2.56,Uber Comfort,Uber Pay
41333,13/06/2024 17:15,13/06/2024 17:40,1,5.73,41,169,22,0,Uber Comfort,Cash
41334,13/06/2024 17:48,13/06/2024 18:14,1,12.6,68,167,36,0,Uber Black,Cash
41335,13/06/2024 17:37,13/06/2024 17:44,1,1.9,43,229,8,0,UberXL,Cash
41336,13/06/2024 17:48,13/06/2024 18:03,1,3.06,142,234,12.5,3.16,Uber Black,Uber Pay
41337,13/06/2024 17:28,13/06/2024 17:43,1,3.75,237,168,13.5,0,UberX,Cash
41338,13/06/2024 17:40,13/06/2024 17:46,1,1.33,249,137,6.5,0,Uber Black,Cash
41339,13/06/2024 15:25,13/06/2024 15:30,1,1.27,224,4,6,1.86,UberXL,Uber Pay
41340,13/06/2024 15:41,13/06/2024 15:48,1,2.83,170,263,9.5,3.84,UberX,Uber Pay
41342,13/06/2024 17:00,13/06/2024 17:11,1,3.59,141,79,11.5,2.96,Uber Green,Uber Pay
41343,13/06/2024 17:31,13/06/2024 17:44,1,5.23,142,232,17,4.06,Uber Green,Uber Pay
41346,13/06/2024 17:36,13/06/2024 17:46,3,2.03,74,247,9.5,0,UberX,Uber Pay
41347,13/06/2024 17:45,13/06/2024 17:50,1,1.28,144,107,6.5,0,UberX,Cash
41349,13/06/2024 17:53,13/06/2024 18:09,1,3.68,238,68,14.5,3.56,Uber Comfort,Uber Pay
41350,13/06/2024 17:37,13/06/2024 18:00,2,2.57,42,74,15,3.95,UberX,Uber Pay
41351,13/06/2024 17:12,13/06/2024 17:17,5,1.68,263,74,6.5,1.96,Uber Green,Uber Pay
41352,13/06/2024 17:58,13/06/2024 18:05,1,1.59,43,161,7.5,1.62,Uber Black,Uber Pay
41354,13/06/2024 17:44,13/06/2024 17:55,1,5.19,263,4,16,3.86,UberX,Uber Pay
41355,13/06/2024 17:06,13/06/2024 17:17,1,3.5,142,224,12,2,Uber Black,Uber Pay
41356,13/06/2024 17:14,13/06/2024 17:26,1,2.15,170,113,10,3.33,Uber Black,Uber Pay
41357,13/06/2024 17:02,13/06/2024 17:41,1,18.7,186,29,53,0,UberXL,Cash
41358,13/06/2024 17:04,13/06/2024 17:10,1,1.05,107,114,6,0,UberX,Cash
41359,13/06/2024 17:53,13/06/2024 18:03,1,3.21,224,262,11,2.86,Uber Green,Uber Pay
41360,13/06/2024 17:20,13/06/2024 17:33,1,5.75,261,162,18,21.51,UberXL,Uber Pay
41361,13/06/2024 17:03,13/06/2024 17:15,2,1.9,48,162,10,0,UberX,Cash
41362,13/06/2024 17:14,13/06/2024 17:26,1,2.4,142,233,11,2.85,Uber Black,Uber Pay
41363,13/06/2024 17:28,13/06/2024 17:35,1,1.3,233,137,7,1,UberX,Uber Pay
41364,13/06/2024 17:49,13/06/2024 18:08,1,9.5,263,250,28,0,UberXL,Uber Pay
41365,13/06/2024 17:50,13/06/2024 18:04,1,3.97,143,116,14,3.46,Uber Black,Uber Pay
41366,13/06/2024 17:27,13/06/2024 17:35,1,2.6,68,237,9.5,2.55,Uber Comfort,Uber Pay
41367,13/06/2024 17:40,13/06/2024 17:52,1,2.9,237,151,11.5,2.95,UberXL,Uber Pay
41368,13/06/2024 17:58,13/06/2024 18:09,2,2.8,239,229,11.5,2.96,UberX,Uber Pay
41369,13/06/2024 17:29,13/06/2024 17:54,1,9.97,79,243,30.5,0,UberXL,Cash
41370,13/06/2024 17:12,13/06/2024 17:22,1,2.21,79,13,10,3.32,Uber Green,Uber Pay
41371,13/06/2024 17:46,13/06/2024 17:58,1,2.75,264,264,11,0,Uber Black,Cash
41372,13/06/2024 17:43,13/06/2024 17:50,1,1.39,234,233,7.5,2.16,Uber Black,Uber Pay
41373,13/06/2024 17:06,13/06/2024 17:14,1,1.6,142,141,7.5,2.15,Uber Black,Uber Pay
41375,13/06/2024 17:22,13/06/2024 17:29,2,1.77,236,43,8,2.26,Uber Black,Uber Pay
41376,13/06/2024 17:42,13/06/2024 17:54,2,1.59,41,41,9.5,2.06,Uber Black,Uber Pay
41377,13/06/2024 17:16,13/06/2024 17:29,1,2.95,50,236,12.5,4.74,Uber Green,Uber Pay
41378,13/06/2024 17:24,13/06/2024 17:30,1,2.05,74,141,8,0,Uber Comfort,Uber Pay
41379,13/06/2024 17:07,13/06/2024 17:11,1,1.61,141,233,6.5,1.96,Uber Comfort,Uber Pay
41380,13/06/2024 17:27,13/06/2024 17:49,3,3.15,82,92,16,0,UberX,Cash
41381,13/06/2024 17:58,13/06/2024 18:12,1,4,140,113,14.5,0,UberX,Cash
41382,13/06/2024 17:25,13/06/2024 17:50,1,8.81,65,89,27.5,0,Uber Comfort,Uber Pay
41383,13/06/2024 17:51,13/06/2024 18:20,1,16.4,132,255,46.5,0,Uber Comfort,Cash
41384,13/06/2024 17:45,13/06/2024 18:21,1,14.4,146,177,43,0,UberXL,Cash
41385,13/06/2024 17:41,13/06/2024 17:54,2,3.02,141,50,12,5,UberX,Uber Pay
41386,13/06/2024 17:14,13/06/2024 17:19,1,1.17,74,75,5.5,0,UberX,Cash
41387,13/06/2024 17:56,13/06/2024 18:09,1,2.3,249,233,11,0,Uber Black,Google Pay
41388,13/06/2024 16:39,13/06/2024 16:44,1,1.57,249,234,6.5,1.96,UberX,Uber Pay
41389,13/06/2024 17:13,13/06/2024 17:34,2,9.48,138,50,28,3.74,Uber Black,Uber Pay
41390,13/06/2024 17:40,13/06/2024 17:52,2,4.39,262,79,14.5,4.45,UberX,Uber Pay
41391,13/06/2024 17:58,13/06/2024 18:09,1,2.3,43,141,10.5,1,UberX,Uber Pay
41392,13/06/2024 17:18,13/06/2024 17:27,2,2.83,151,237,10.5,2.76,UberX,Uber Pay
41393,13/06/2024 17:50,13/06/2024 17:56,1,2.55,141,107,8.5,2.36,UberX,Uber Pay
41395,13/06/2024 17:41,13/06/2024 18:01,1,7.55,168,32,24.5,0,Uber Comfort,Cash
41396,13/06/2024 17:14,13/06/2024 17:22,1,2.81,162,262,9.5,0,Uber Black,Cash
41397,13/06/2024 17:42,13/06/2024 17:51,2,3.14,141,146,11,2.86,Uber Black,Uber Pay
41398,13/06/2024 17:21,13/06/2024 17:25,1,1.29,50,143,6,1.86,UberX,Uber Pay
41399,13/06/2024 17:13,13/06/2024 17:28,1,3.49,238,244,14,0,UberXL,Cash
41401,13/06/2024 17:36,13/06/2024 17:47,1,3,186,237,11.5,2.95,Uber Comfort,Uber Pay
41402,13/06/2024 17:57,13/06/2024 18:03,1,1.1,116,42,6.5,0,UberXL,Uber Pay
41403,13/06/2024 17:07,13/06/2024 17:21,1,3.33,90,239,12.5,3.95,UberX,Uber Pay
41404,13/06/2024 17:26,13/06/2024 17:39,1,2.39,239,140,10.5,2.76,UberX,Uber Pay
41405,13/06/2024 17:45,13/06/2024 17:50,1,1.23,229,170,6,1.86,UberX,Uber Pay
41407,13/06/2024 17:06,13/06/2024 17:12,2,1.38,90,68,7,1,UberX,Uber Pay
41409,13/06/2024 17:55,13/06/2024 18:21,1,5.65,243,24,21.5,0,UberX,Uber Pay
41410,13/06/2024 17:42,13/06/2024 17:48,4,1.1,107,170,6,1.4,Uber Comfort,Uber Pay
41412,13/06/2024 17:12,13/06/2024 17:17,3,1.01,143,43,5.5,1.76,UberXL,Uber Pay
41414,13/06/2024 17:52,13/06/2024 18:03,1,1.5,125,87,8,2.25,UberX,Uber Pay
41415,13/06/2024 17:24,13/06/2024 17:40,1,3.5,113,87,14.5,0,Uber Green,Cash
41416,13/06/2024 17:56,13/06/2024 18:04,1,2,87,66,8,2.26,Uber Black,Uber Pay
41417,13/06/2024 17:31,13/06/2024 17:38,1,1.46,107,140,7.5,3.24,UberX,Uber Pay
41418,13/06/2024 17:57,13/06/2024 18:08,1,2.8,140,239,10.5,0,Uber Black,Cash
41419,13/06/2024 17:19,13/06/2024 17:23,4,1.1,237,263,5.5,1.32,UberX,Uber Pay
41420,13/06/2024 17:20,13/06/2024 17:33,1,4.14,229,24,14,1.73,Uber Black,Uber Pay
41422,13/06/2024 18:12,13/06/2024 18:25,2,3.6,48,145,13.5,3.35,UberX,Uber Pay
41423,13/06/2024 18:26,13/06/2024 18:38,1,3.1,263,100,12,3.05,UberXL,Uber Pay
41425,13/06/2024 18:05,13/06/2024 18:11,1,1.1,239,236,7,0,UberXL,Cash
41426,13/06/2024 18:18,13/06/2024 18:27,1,1.9,68,231,8.5,0,Uber Black,Cash
41427,13/06/2024 18:44,13/06/2024 19:09,1,5.3,142,116,20,4.66,UberX,Uber Pay
41428,13/06/2024 18:32,13/06/2024 18:47,6,6.27,229,159,19.5,4.56,Uber Comfort,Uber Pay
41429,13/06/2024 18:55,13/06/2024 19:07,1,2.4,48,141,11,0,UberX,Amazon Pay
41430,13/06/2024 18:09,13/06/2024 18:24,1,3.26,234,238,13,1.6,UberXL,Uber Pay
41431,13/06/2024 18:53,13/06/2024 19:01,1,1.17,24,41,7,0,UberX,Cash
41432,13/06/2024 18:06,13/06/2024 18:19,1,3.51,141,234,12.5,0,Uber Black,Cash
41433,13/06/2024 18:21,13/06/2024 18:42,1,5.8,234,24,19.5,10,UberX,Uber Pay
41434,13/06/2024 18:54,13/06/2024 18:59,1,1.44,236,239,6.5,1.96,UberX,Uber Pay
41435,13/06/2024 18:22,13/06/2024 18:29,1,1.28,239,24,7,1.25,UberXL,Uber Pay
41438,13/06/2024 18:16,13/06/2024 18:27,1,1.81,142,141,9.5,3.2,Uber Comfort,Uber Pay
41439,13/06/2024 18:38,13/06/2024 18:56,1,6.03,151,243,20.5,4.26,Uber Black,Uber Pay
41441,13/06/2024 18:10,13/06/2024 18:24,1,7,264,264,21,0,Uber Black,Cash
41442,13/06/2024 18:01,13/06/2024 18:21,1,4.58,140,112,17,0,Uber Green,Uber Pay
41444,13/06/2024 18:39,13/06/2024 18:51,4,3.88,141,112,13,4.89,Uber Green,Uber Pay
41445,13/06/2024 18:31,13/06/2024 18:59,4,19.1,132,262,51.5,12.15,UberX,Uber Pay
41446,13/06/2024 18:15,13/06/2024 18:23,2,1.07,163,239,7.5,2.16,Uber Green,Uber Pay
41447,13/06/2024 18:56,13/06/2024 19:03,3,1.1,68,246,6,1.86,UberXL,Uber Pay
41449,13/06/2024 18:49,13/06/2024 19:04,1,3.1,237,50,13,0,Uber Black,Cash
41450,13/06/2024 18:50,13/06/2024 18:59,1,2.52,233,4,9.5,0,Uber Comfort,Cash
41451,13/06/2024 18:39,13/06/2024 18:46,1,1.5,41,151,7.5,1.65,UberX,Uber Pay
41452,13/06/2024 18:37,14/06/2024 18:31,1,1.04,148,211,6,0,Uber Green,Uber Pay
41453,13/06/2024 18:21,13/06/2024 18:33,1,2.77,79,13,11.5,2.96,UberX,Uber Pay
41454,13/06/2024 18:15,13/06/2024 18:19,1,1.49,50,143,6.5,1.47,Uber Black,Uber Pay
41455,13/06/2024 18:05,13/06/2024 18:09,1,1.1,238,43,6,1.4,UberX,Uber Pay
41456,13/06/2024 18:47,13/06/2024 18:56,1,3.3,231,170,11.5,2.2,Uber Comfort,Uber Pay
41457,13/06/2024 18:20,13/06/2024 18:32,2,2.6,236,42,11,2.85,Uber Black,Uber Pay
41458,13/06/2024 18:44,13/06/2024 18:54,1,2.05,161,90,9.5,0,UberX,Cash
41459,13/06/2024 18:25,13/06/2024 18:40,2,3.42,79,246,13.5,3.36,UberXL,Uber Pay
41460,13/06/2024 18:01,13/06/2024 18:08,1,1.9,249,246,8,0,UberX,Cash
41462,13/06/2024 18:09,13/06/2024 18:21,1,2,249,232,10.5,0,Uber Comfort,Cash
41463,13/06/2024 18:08,13/06/2024 18:20,6,2.45,239,161,10.5,2.76,Uber Black,Uber Pay
41464,13/06/2024 18:25,13/06/2024 18:37,1,4.29,138,226,15,0,Uber Green,Cash
41465,13/06/2024 18:39,13/06/2024 18:48,1,2.8,236,137,10,2.5,UberXL,Uber Pay
41466,13/06/2024 18:35,13/06/2024 18:51,1,4.5,263,249,15.5,3.85,Uber Comfort,Uber Pay
41467,13/06/2024 18:30,13/06/2024 18:44,5,1.3,263,263,10,0,Uber Black,Cash
41468,13/06/2024 18:11,13/06/2024 18:17,2,1.23,237,229,7,2.06,Uber Green,Uber Pay
41469,13/06/2024 18:38,13/06/2024 18:48,2,3.46,107,263,11.5,3.7,Uber Black,Uber Pay
41470,13/06/2024 17:32,13/06/2024 18:04,1,12.78,87,126,39,0,UberX,Cash
41471,13/06/2024 18:03,13/06/2024 18:25,1,5.5,142,129,20,0,Uber Green,Cash
41472,13/06/2024 18:54,13/06/2024 19:05,1,1.8,142,229,10,3.3,UberXL,Uber Pay
41474,13/06/2024 18:35,13/06/2024 19:13,3,18.44,42,178,51.5,0.01,UberXL,Uber Pay
41475,13/06/2024 18:01,13/06/2024 18:17,1,3.9,239,186,15,4.55,UberX,Uber Pay
41476,13/06/2024 18:20,13/06/2024 18:26,1,1.7,79,137,7,1.85,Uber Black,Uber Pay
41478,13/06/2024 18:30,13/06/2024 18:46,1,3.1,68,232,13,4.85,UberXL,Uber Pay
41479,13/06/2024 18:09,13/06/2024 18:15,1,1.4,68,249,6.5,0,UberXL,Cash
41480,13/06/2024 18:17,13/06/2024 18:29,2,3.1,249,43,11.5,1,UberX,Uber Pay
41481,13/06/2024 18:55,13/06/2024 18:58,2,1.14,262,75,5,0,Uber Green,Cash
41482,13/06/2024 18:15,13/06/2024 18:30,1,3.22,159,18,13.5,0,UberX,Cash
41484,13/06/2024 18:33,13/06/2024 18:41,1,2.2,140,74,8.5,0,UberXL,Uber Pay
41485,13/06/2024 18:43,13/06/2024 18:48,2,1.74,249,161,7,2.06,Uber Green,Uber Pay
41486,13/06/2024 18:00,13/06/2024 18:06,1,1.44,140,263,7,0,UberXL,Cash
41487,13/06/2024 18:09,13/06/2024 18:16,1,1.09,162,236,7,2.06,Uber Comfort,Uber Pay
41488,13/06/2024 18:20,13/06/2024 18:25,1,1.62,90,48,7,2.06,UberXL,Uber Pay
41489,13/06/2024 18:42,13/06/2024 18:54,1,2.3,234,232,10.5,2.76,Uber Green,Uber Pay
41490,13/06/2024 18:56,13/06/2024 19:09,2,4.26,263,90,14,1,Uber Comfort,Uber Pay
41491,13/06/2024 18:17,13/06/2024 18:28,1,3.49,143,158,12.5,1.5,UberX,Uber Pay
41492,13/06/2024 18:15,13/06/2024 18:33,1,5.6,234,151,19.5,4.75,UberXL,Uber Pay
41493,13/06/2024 18:44,13/06/2024 19:03,1,5.8,125,151,20,0,UberXL,Cash
41494,13/06/2024 18:18,13/06/2024 18:32,1,6.48,70,41,20.5,6.86,UberX,Uber Pay
41495,13/06/2024 18:51,13/06/2024 19:05,2,3.78,41,50,14,3.46,UberX,Uber Pay
41496,13/06/2024 18:34,13/06/2024 18:44,1,4.12,239,116,13.5,1.2,Uber Comfort,Uber Pay
41497,13/06/2024 18:07,13/06/2024 18:36,6,4.71,94,42,21,0,UberX,Cash
41499,13/06/2024 18:49,13/06/2024 19:03,1,5.19,141,79,16.5,3.2,Uber Comfort,Uber Pay
41500,13/06/2024 18:19,13/06/2024 18:39,1,6.92,246,42,22.5,6.45,Uber Green,Uber Pay
41501,13/06/2024 18:58,13/06/2024 19:03,1,1.07,68,161,6,5,Uber Green,Uber Pay
41502,13/06/2024 18:51,13/06/2024 19:03,5,3.67,75,170,12.5,1.58,UberX,Uber Pay
41503,13/06/2024 18:45,13/06/2024 18:50,1,1.65,162,113,7,3.09,Uber Black,Uber Pay
41504,13/06/2024 18:09,13/06/2024 18:17,1,2.14,233,79,8.5,2.36,UberXL,Uber Pay
41505,13/06/2024 18:04,13/06/2024 18:10,1,1.5,43,233,7,2.06,Uber Black,Uber Pay
41507,13/06/2024 18:35,13/06/2024 18:39,1,1.09,151,239,6,0.93,Uber Comfort,Uber Pay
41508,13/06/2024 18:41,13/06/2024 18:46,1,1.29,239,236,6,1.86,UberXL,Uber Pay
41509,13/06/2024 18:12,13/06/2024 18:18,1,1.5,75,168,7,0,Uber Green,Cash
41511,13/06/2024 18:15,13/06/2024 18:25,1,2.62,79,229,10,3.99,Uber Green,Uber Pay
41512,13/06/2024 18:23,13/06/2024 18:42,2,5.64,107,151,18.5,4.36,UberX,Uber Pay
41513,13/06/2024 18:42,13/06/2024 18:48,2,1.29,142,140,6.5,1.96,UberX,Uber Pay
41514,13/06/2024 18:55,13/06/2024 19:07,1,1.58,113,79,9.5,3.2,Uber Comfort,Uber Pay
41516,13/06/2024 18:15,13/06/2024 18:25,1,2.3,100,79,9.5,2,Uber Comfort,Uber Pay
41517,13/06/2024 18:42,13/06/2024 19:38,5,11.7,74,90,45,2.75,Uber Comfort,Uber Pay
41518,13/06/2024 18:04,13/06/2024 18:21,1,7.8,236,88,23.5,5.35,UberXL,Uber Pay
41519,13/06/2024 18:28,13/06/2024 18:44,2,4.47,239,42,15.5,3.76,Uber Comfort,Uber Pay
41520,13/06/2024 18:18,13/06/2024 18:27,3,2.7,162,146,10.5,4.1,UberX,Uber Pay
41521,13/06/2024 18:57,13/06/2024 19:10,1,4.3,50,74,14,3,Uber Comfort,Uber Pay
41522,13/06/2024 18:23,13/06/2024 18:39,1,3.4,186,43,14,0,Uber Comfort,Cash
41523,13/06/2024 18:43,13/06/2024 18:49,1,1.2,239,43,7,2,Uber Comfort,Uber Pay
41524,13/06/2024 18:45,13/06/2024 18:52,1,1.27,237,163,6.5,1.25,Uber Green,Uber Pay
41525,13/06/2024 18:58,13/06/2024 19:06,1,1.46,142,141,8,2.26,Uber Comfort,Uber Pay
41527,13/06/2024 18:44,13/06/2024 19:05,1,5.04,263,249,18,3.7,UberX,Uber Pay
41528,13/06/2024 18:13,13/06/2024 18:30,2,3.28,100,141,13.5,0,UberX,Cash
41529,13/06/2024 18:47,13/06/2024 19:03,1,2.88,162,249,13,2,UberX,Uber Pay
41531,13/06/2024 18:00,13/06/2024 18:13,1,3.37,263,170,13,0,UberX,Cash
41532,13/06/2024 18:25,13/06/2024 18:37,2,5.24,224,74,16.5,0,UberXL,Uber Pay
41534,13/06/2024 18:07,13/06/2024 18:13,6,1.33,43,48,6.5,2.45,Uber Green,Uber Pay
41536,13/06/2024 18:51,13/06/2024 19:09,2,4.4,140,260,16.5,0,Uber Black,Cash
41537,13/06/2024 18:53,13/06/2024 19:05,1,3.54,68,151,12.5,4.74,Uber Comfort,Uber Pay
41538,13/06/2024 18:22,13/06/2024 18:32,1,1.8,43,43,9.5,2,UberX,Uber Pay
41540,13/06/2024 18:10,13/06/2024 18:26,1,3.6,4,48,14.5,0,UberXL,Cash
41541,13/06/2024 18:42,13/06/2024 18:52,1,2.4,75,48,10.5,2.75,Uber Green,Uber Pay
41542,13/06/2024 18:31,13/06/2024 18:41,2,2.78,42,239,10.5,4.14,UberX,Uber Pay
41543,13/06/2024 18:11,13/06/2024 18:28,1,4.1,163,74,15,0,UberX,Cash
41544,13/06/2024 18:30,13/06/2024 18:36,1,1.6,74,262,7.5,0,Uber Comfort,Cash
41546,13/06/2024 18:15,13/06/2024 18:24,1,2.7,41,141,10.5,2.76,UberX,Uber Pay
41547,13/06/2024 18:46,13/06/2024 18:58,1,2.04,161,137,10,3.33,Uber Black,Uber Pay
41548,13/06/2024 18:18,13/06/2024 18:28,2,2.5,24,142,10,0,Uber Green,Cash
41549,13/06/2024 18:51,13/06/2024 18:58,1,1.63,164,229,7.5,0,UberX,Cash
41550,13/06/2024 18:03,13/06/2024 18:21,1,6.74,132,130,22.5,0,Uber Green,Uber Pay
41551,13/06/2024 18:00,13/06/2024 18:11,1,2.5,161,137,10,1,Uber Green,Uber Pay
41552,13/06/2024 18:45,13/06/2024 18:56,1,2.27,238,262,10,3.99,Uber Comfort,Uber Pay
41554,13/06/2024 18:11,13/06/2024 18:29,2,3.86,229,151,15.5,4.7,UberX,Uber Pay
41555,13/06/2024 18:35,13/06/2024 18:47,2,4.12,238,244,14,4.44,UberX,Uber Pay
41556,13/06/2024 18:57,13/06/2024 19:12,1,5.02,152,48,17,0,Uber Green,Cash
41557,13/06/2024 18:30,13/06/2024 18:34,1,1.5,90,48,6,0,UberXL,Cash
41558,13/06/2024 18:52,13/06/2024 19:09,1,5.27,249,263,15.5,3.76,UberX,Uber Pay
41559,13/06/2024 18:15,13/06/2024 18:25,1,2.81,100,236,10.5,3.45,UberXL,Uber Pay
41560,13/06/2024 18:15,13/06/2024 18:56,6,6.93,231,61,29.5,0,UberXL,Cash
41561,13/06/2024 18:41,13/06/2024 18:44,2,1.22,263,75,5.5,1.76,UberXL,Uber Pay
41562,13/06/2024 18:58,13/06/2024 19:10,5,2.94,142,249,11.5,2.22,Uber Comfort,Uber Pay
41563,13/06/2024 18:10,13/06/2024 18:13,1,1.06,43,237,5,1.66,UberX,Uber Pay
41565,13/06/2024 18:57,13/06/2024 19:06,1,2.49,132,10,10,2.16,UberXL,Uber Pay
41566,13/06/2024 15:23,13/06/2024 15:42,1,6.08,141,65,20,4.66,Uber Comfort,Uber Pay
41567,13/06/2024 18:51,13/06/2024 18:55,1,1.1,162,170,5,1,UberX,Uber Pay
41568,13/06/2024 18:59,13/06/2024 19:17,1,3.9,151,162,16,0,Uber Green,Cash
41569,13/06/2024 18:42,13/06/2024 18:46,1,1.21,125,90,5.5,3,Uber Green,Uber Pay
41570,13/06/2024 18:20,13/06/2024 18:32,1,2.91,143,158,11.5,2.96,Uber Black,Uber Pay
41571,13/06/2024 18:10,13/06/2024 18:15,1,1.07,238,24,5.5,1.76,Uber Comfort,Uber Pay
41572,13/06/2024 18:28,13/06/2024 18:54,1,6.18,233,129,22.5,0,UberXL,Cash
41574,13/06/2024 18:04,13/06/2024 18:20,2,3.19,74,239,14,3.46,UberXL,Uber Pay
41576,13/06/2024 18:50,13/06/2024 18:56,1,1.3,79,233,6.5,2.45,UberX,Uber Pay
41578,13/06/2024 18:51,13/06/2024 19:01,1,2.6,148,90,10.5,0,Uber Comfort,Cash
41579,13/06/2024 18:50,13/06/2024 19:08,1,4.47,186,88,17,4.06,UberXL,Uber Pay
41580,13/06/2024 18:00,13/06/2024 18:05,1,1.76,162,263,7,2.06,UberXL,Uber Pay
41581,13/06/2024 18:15,13/06/2024 18:24,1,1.72,137,114,8.5,2.36,Uber Comfort,Uber Pay
41582,13/06/2024 18:25,13/06/2024 18:43,1,6.1,262,211,21,4.86,Uber Comfort,Uber Pay
41584,13/06/2024 18:50,13/06/2024 18:55,1,2.29,263,233,8,1.6,Uber Black,Uber Pay
41586,13/06/2024 18:38,13/06/2024 18:58,1,5.3,239,231,19,3,UberX,Uber Pay
41587,13/06/2024 18:22,13/06/2024 18:30,1,1.8,90,79,8.5,3.5,Uber Comfort,Uber Pay
41588,13/06/2024 18:24,13/06/2024 18:36,1,3.1,234,140,13,3.25,Uber Comfort,Uber Pay
41589,13/06/2024 18:49,13/06/2024 18:53,1,1.24,233,234,6,1.86,Uber Green,Uber Pay
41591,13/06/2024 18:49,13/06/2024 18:55,1,1.22,264,264,6,1.7,UberXL,Uber Pay
41592,13/06/2024 18:21,13/06/2024 18:24,1,1.07,48,239,5.5,1.76,Uber Black,Uber Pay
41594,13/06/2024 18:27,13/06/2024 18:37,1,2.44,142,263,10.5,2.76,UberX,Uber Pay
41595,13/06/2024 18:48,13/06/2024 19:03,1,3.37,163,144,13,3.26,UberXL,Uber Pay
41596,13/06/2024 18:45,13/06/2024 19:05,4,10.26,138,125,29.5,8.2,UberX,Uber Pay
41597,13/06/2024 18:18,13/06/2024 18:37,1,3.7,48,263,15.5,3.75,Uber Comfort,Uber Pay
41598,13/06/2024 18:13,13/06/2024 18:21,2,1.9,231,158,8.5,1,UberX,Uber Pay
41599,13/06/2024 18:40,13/06/2024 18:57,2,8.1,164,138,24.5,3,Uber Black,Uber Pay
41601,13/06/2024 18:18,13/06/2024 18:30,1,5.09,88,233,16.5,1,Uber Black,Uber Pay
41602,13/06/2024 18:56,13/06/2024 19:03,1,1.6,170,186,7.5,2.15,UberX,Uber Pay
41604,13/06/2024 18:31,13/06/2024 18:35,1,2,113,230,7,2.06,UberXL,Uber Pay
41605,13/06/2024 18:04,13/06/2024 18:17,2,2.33,151,48,11.5,3.7,Uber Black,Uber Pay
41606,13/06/2024 18:21,13/06/2024 18:34,1,4.6,263,79,15.5,1,UberX,Uber Pay
41607,13/06/2024 18:53,13/06/2024 19:01,1,1.7,107,249,8,2.25,UberX,Uber Pay
41608,13/06/2024 18:03,13/06/2024 18:14,2,2.05,234,4,9.5,0,Uber Black,Cash
41609,13/06/2024 18:28,13/06/2024 18:37,2,2.73,107,141,10,2.66,Uber Black,Uber Pay
41611,13/06/2024 18:12,13/06/2024 18:28,1,5.15,166,127,18,2,Uber Green,Uber Pay
41612,13/06/2024 18:17,13/06/2024 18:29,2,1.47,211,148,9.5,0,Uber Black,Cash
41613,13/06/2024 18:27,13/06/2024 18:36,2,1.92,87,148,9,1,UberX,Uber Pay
41614,13/06/2024 18:52,13/06/2024 19:17,2,7.7,238,231,26.5,8.9,UberXL,Uber Pay
41615,13/06/2024 18:32,13/06/2024 18:37,2,1.77,151,142,7,2.58,UberXL,Uber Pay
41616,13/06/2024 18:16,13/06/2024 18:30,1,8.15,264,236,23.5,4.94,Uber Green,Uber Pay
41617,13/06/2024 18:50,13/06/2024 19:08,1,8.12,138,36,24.5,5.06,Uber Comfort,Uber Pay
41618,13/06/2024 18:03,13/06/2024 18:11,1,2.15,146,129,9,0,Uber Green,Cash
41619,13/06/2024 18:19,13/06/2024 18:34,1,4.1,143,42,14.5,3.55,UberX,Uber Pay
41620,13/06/2024 18:07,13/06/2024 18:18,1,3.24,140,100,11.5,0,UberX,Cash
41621,13/06/2024 18:50,13/06/2024 18:59,1,2.11,233,145,10,4,UberX,Uber Pay
41622,13/06/2024 18:12,13/06/2024 18:30,1,5,74,235,18,4.7,UberX,Uber Pay
41623,13/06/2024 18:14,13/06/2024 18:21,1,1.8,68,50,8,0,UberXL,Uber Pay
41624,13/06/2024 18:57,13/06/2024 19:04,2,1.31,41,239,7,0,Uber Black,Cash
41625,13/06/2024 18:03,13/06/2024 18:10,1,1.15,141,229,6.5,2.94,Uber Black,Uber Pay
41628,13/06/2024 18:19,13/06/2024 18:57,1,9.4,100,61,32.5,7.16,UberXL,Uber Pay
41629,13/06/2024 18:00,13/06/2024 18:13,2,3.12,249,50,12,2.3,Uber Green,Uber Pay
41630,13/06/2024 18:03,13/06/2024 18:09,1,1.19,43,229,6.5,1.5,UberX,Uber Pay
41631,13/06/2024 18:33,13/06/2024 19:21,1,6.56,42,147,31,0,UberXL,Cash
41632,13/06/2024 18:57,13/06/2024 19:34,1,9,113,35,32,7.05,Uber Black,Uber Pay
41633,13/06/2024 18:11,13/06/2024 18:11,1,1.1,74,264,2.5,0,UberX,Amazon Pay
41634,13/06/2024 18:14,13/06/2024 18:20,1,1.52,186,50,7,1.7,Uber Black,Uber Pay
41635,13/06/2024 18:26,13/06/2024 18:35,1,1.19,229,163,7.5,3.24,Uber Black,Uber Pay
41636,13/06/2024 18:20,13/06/2024 18:29,1,2,239,41,8.5,2.35,UberXL,Uber Pay
41637,13/06/2024 18:02,13/06/2024 18:27,1,6.56,142,148,23.5,0,UberXL,Cash
